name,ssn,department,salary,gender,country,additional_languages
Michelle Fields,782-53-3289,Human Resource,57387,Female,India,
Cynthia Myers,581-20-3361,Product,76822,Male,India,"French, Arabic"
Bryan Jones MD,412-15-9250,Administrative,60343,Male,India,
Shawna Tanner,740-38-6491,Product,98282,Male,India,Arabic
Brittney Williams,707-70-5490,Product,97766,Female,India,"Hindi, Arabic"
Sean Velazquez,710-20-3588,Product,122275,Male,India,"Arabic, Spanish"
Lindsey Brown,835-50-0273,Marketing,90109,Male,India,Spanish
Adam Macdonald,593-34-8546,Administrative,58476,Female,India,Arabic
Anna Gross,680-07-3804,Administrative,33254,Male,China,"Arabic, French"
Jeffrey Powell,491-05-9185,Human Resource,59554,Male,India,Arabic
Heidi Maynard,735-95-0507,Operations,99616,Male,China,"Spanish, Arabic"
Ana Chavez,048-20-6778,IT,60965,Male,India,Chinese
Charles Santiago,120-61-3930,Product,129748,Male,India,"Spanish, German"
Gloria Mendez,451-14-5986,Sales,114770,Female,China,"Chinese, French"
Mary Carter,331-52-5982,Operations,70977,Male,India,"French, Spanish"
Jessica Duke,249-74-8735,IT,81135,Female,India,"German, Chinese"
Sarah Delgado,621-55-6597,Marketing,53923,Male,India,
Derrick Dunn,135-08-6007,Product,81071,Female,China,"Chinese, German"
James Chan,524-03-2028,Human Resource,53491,Female,South Korea,Hindi
Jacob Thompson,785-86-4995,Legal,63201,Female,India,
Shawn Clark,814-34-4822,Product,109593,Female,India,
Anthony Martin,538-73-5937,Product,136843,Female,India,German
Timothy Pena,473-85-1698,Operations,81333,Male,India,Spanish
Mark Williams,684-96-0034,Product,137023,Female,India,Hindi
Joel Harris IV,054-74-3892,Product,101759,Female,India,"Spanish, Arabic"
Andrew Webster,503-96-4672,Product,109399,Female,India,German
Caleb Robinson,366-19-5931,Human Resource,80307,Female,India,Chinese
James Graham,867-29-2950,Product,124556,Female,India,"French, German"
Joseph Coffey,396-57-4170,Operations,86845,Female,China,
Emily Edwards,610-32-7425,Administrative,38801,Male,India,
Jennifer Stewart,376-52-7045,Sales,40969,Male,India,"Spanish, German"
Ian Archer,781-69-5623,Product,119462,Male,India,Chinese
Donald Schwartz,357-26-7794,Product,113563,Female,India,German
Zachary Yang,442-13-9371,Product,134658,Male,India,
Taylor Rodriguez,161-69-1323,IT,93195,Male,India,"Spanish, French"
Brian Clark,506-29-6519,Product,121216,Male,India,Hindi
Courtney Jacobson,665-48-3485,Operations,97240,Male,India,Spanish
Jaclyn Smith,028-15-7323,Sales,96504,Male,India,French
Daniel Gentry,211-46-6071,Operations,61299,Female,India,"Hindi, Spanish"
Teresa Sanchez,023-89-1534,Administrative,65907,Male,India,"Chinese, Hindi"
Jason Hickman,226-42-9121,Operations,95666,Female,China,"German, Arabic"
Roger May Jr.,273-06-3576,Marketing,57947,Female,China,"Spanish, Hindi"
Christopher Miller,696-64-4992,Product,87358,Male,India,French
Frank Robertson DDS,341-87-9172,Operations,90669,Female,China,Arabic
Jason Hall,814-41-7083,Administrative,56509,Female,India,
Brandon Robinson,595-14-7889,Product,83677,Male,India,Hindi
Ashley Ayers,097-83-8901,Human Resource,83124,Female,India,French
Betty James,685-79-9785,Operations,45755,Male,India,"Chinese, French"
Anthony Stephens,729-16-5910,Marketing,67674,Male,India,"Hindi, Spanish"
Daniel Lopez,173-05-8230,Human Resource,66902,Female,India,
Jessica Martinez,060-64-1020,Marketing,62059,Male,China,Spanish
David Bryant,887-30-8415,Human Resource,42662,Female,South Korea,Hindi
Tyler Morris,642-25-4064,Legal,125833,Female,India,
Jeremy Valentine,455-45-2927,Sales,41394,Male,India,"French, Spanish"
Nicholas Richmond,899-09-0858,Operations,74720,Male,India,"Spanish, Hindi"
Brandon Williams,418-11-2336,Marketing,87219,Female,India,Hindi
Bob Miller,744-18-5632,Product,88013,Female,India,Arabic
Jonathan Moyer,456-26-9464,Human Resource,70759,Male,India,"German, Arabic"
Kayla Rodriguez,209-03-9912,Marketing,89364,Male,India,
Zachary Perez,196-38-1772,Operations,49790,Male,India,Hindi
Jorge Stewart,854-12-2526,Operations,91993,Female,India,German
Christine Avery,464-53-1960,Product,126460,Male,Taiwan,
Joseph Jones,002-16-3740,Product,74187,Male,India,Chinese
Heather Martin,793-15-3864,Administrative,63989,Female,India,
Stephanie Hutchinson,420-69-8833,Product,123418,Male,India,
Aaron Vaughn,365-50-8058,Product,103525,Male,India,German
Kevin Perez,307-86-6826,Legal,62412,Male,India,"French, Spanish"
Michael Lopez,252-40-6869,Human Resource,45043,Female,India,
Edward Farmer,264-95-0296,Legal,148951,Male,India,
Courtney Stewart,641-46-3880,Operations,90953,Male,India,
Diane Ray,400-01-5452,Operations,55765,Male,India,"Spanish, French"
Timothy Cantrell,372-11-2249,Human Resource,83755,Female,India,French
Jackie Perry,538-55-4396,IT,111569,Female,India,Chinese
Tammy Jones,857-02-1996,Sales,93407,Male,China,
Mike Miller,665-97-5430,Human Resource,45732,Male,India,
Danielle Briggs,656-06-9299,Administrative,55289,Male,India,
Crystal Jones,164-39-6168,Operations,60209,Male,India,"Spanish, Chinese"
Brianna Long,123-11-2552,Operations,46266,Male,India,"Chinese, Hindi"
Benjamin Rodriguez,342-02-2066,Legal,121693,Male,China,"French, Chinese"
Zachary Perez,154-74-7521,Administrative,51495,Female,India,
Brandon Sexton,098-27-0282,Legal,50666,Female,China,"Chinese, Arabic"
Joseph Carter,680-13-8352,Operations,85830,Female,India,Arabic
Catherine Turner,786-24-6433,IT,127516,Male,India,"Hindi, German"
William Jenkins,539-17-5181,Product,135197,Female,India,German
Daniel Clark,894-73-0022,Administrative,68027,Male,China,
Jessica Wheeler,897-29-4335,Marketing,88577,Female,India,"Hindi, Chinese"
Marcia Cunningham,292-32-8531,Product,141244,Female,China,"French, Spanish"
Regina Sharp DDS,172-68-0352,Sales,105043,Male,India,
Timothy Reed,271-23-4187,Finance,68969,Female,India,"Arabic, French"
Kimberly Johnson,838-23-8834,Operations,68992,Female,India,"Chinese, Arabic"
Frank Green,113-60-1493,Human Resource,45663,Male,India,
Terri Pruitt,525-28-3518,Operations,71593,Male,China,"Hindi, Chinese"
Mary Rivera,652-32-8907,Administrative,53290,Male,India,French
Robert Russell,622-55-0445,Product,70493,Male,India,German
Michael Hawkins,769-79-0485,Product,112053,Female,India,Chinese
Alan Kelly,320-88-2410,Operations,99895,Female,India,Chinese
Elizabeth Foley,837-69-4401,Operations,84459,Female,India,
Travis Mason,045-55-3336,Legal,145121,Male,India,Arabic
Elizabeth Richards,528-79-5517,Administrative,67409,Male,India,Arabic
Kelly Gray,305-47-7652,Operations,93210,Female,China,
Dr. Steven Lee,878-76-5774,Legal,96822,Male,India,
Sarah Scott,588-26-8244,Product,84580,Female,India,Spanish
Tracy Lee,443-84-2604,Marketing,58004,Male,India,Hindi
Karen Smith,230-57-7504,Operations,46484,Male,India,
Ian Rojas,150-47-6232,Operations,72721,Female,India,French
Donna Davis,097-03-5764,Finance,87472,Female,India,Arabic
Brian Miller,789-13-1952,Administrative,47591,Female,India,Arabic
Brittany Morgan,816-21-5245,Human Resource,89284,Female,India,
Dustin Wright,547-77-9380,Administrative,54651,Male,India,Arabic
Kathryn Barron,321-03-3540,Product,127406,Male,India,
Jonathan Martin,787-68-7557,Operations,83175,Female,India,
Emily Gonzalez,420-52-9843,Product,138937,Female,China,
Andrew Harris,333-28-1138,IT,137315,Male,India,
Stephen Jennings,575-03-5090,Sales,118105,Female,India,"French, German"
Christina Johnson,498-02-9603,IT,112556,Male,India,
Patrick Drake,352-72-2660,Operations,53720,Female,Taiwan,
James Zavala,160-73-9111,Product,84354,Male,China,"Hindi, Arabic"
Ashley Wang,263-03-9869,Product,120031,Male,India,"Arabic, German"
Ashley Mann,127-56-7153,Product,97488,Male,India,Hindi
Jeffery Wagner,321-40-1409,Administrative,47474,Female,India,"Hindi, Arabic"
Chad Stewart,562-38-0123,Product,98786,Male,India,"Chinese, Spanish"
Kristopher Kane,280-90-5627,Legal,59012,Female,India,"Hindi, Spanish"
Alexis Brewer,635-45-5943,Product,147602,Male,India,
David Valentine,602-54-8074,IT,78442,Female,India,
Amanda Lewis,061-21-6658,Operations,50174,Female,India,Chinese
Eric Fletcher,735-72-6410,Marketing,84339,Female,India,"Spanish, Chinese"
Mackenzie Smith,589-40-4841,Operations,87557,Female,India,"French, Arabic"
Rachel Kelley,672-16-5782,Administrative,44187,Female,India,French
Ryan Morales,455-75-8420,Marketing,61903,Female,India,
Alexandra Owen,752-52-5232,Operations,73974,Male,India,
Erin Brown,762-33-7329,Marketing,75756,Female,India,Hindi
Amanda Andrade,292-14-5695,Operations,44217,Female,China,Hindi
Karen Anderson,404-03-5818,IT,86130,Female,India,Hindi
Jeffrey Barajas,332-80-1922,Administrative,41347,Male,India,"German, Chinese"
Brooke Patel,300-19-3944,Operations,83140,Male,USA,"Chinese, Hindi"
Zachary Vega,513-22-3838,Operations,95214,Female,India,"Hindi, French"
Theresa Kramer,401-21-3866,Sales,55097,Female,China,Arabic
Christopher Potter,452-03-0182,Product,72509,Male,India,"German, French"
Donald Rasmussen,542-94-7205,Legal,136200,Female,India,French
Joseph Hart,621-98-9393,IT,112537,Male,India,"Spanish, Arabic"
Stacy Reed,662-52-5985,Product,120383,Male,India,German
Tracy Sullivan,140-37-3431,Legal,53592,Male,India,
Adam Johnston,507-31-7282,Product,117852,Female,India,"Hindi, Spanish"
Crystal Skinner,165-18-8817,Operations,51089,Male,India,Arabic
Jason Collins,597-79-0285,Human Resource,62909,Male,India,Hindi
Lisa Henderson,338-97-5475,Operations,60361,Male,India,"German, Spanish"
Donald Marks,610-25-3245,Operations,92097,Female,Taiwan,Hindi
Katrina Anderson,790-80-7491,Operations,49621,Female,India,German
Jeffrey Lopez,158-73-4205,Product,110979,Male,India,"Spanish, Arabic"
Ricardo Crosby,560-37-9216,Legal,90061,Female,China,"Spanish, French"
Jason Simmons,155-47-5329,Administrative,59225,Female,China,Arabic
Johnathan Stevens,440-18-2162,Operations,75493,Female,India,Hindi
Jorge Smith,028-06-3702,Finance,123396,Female,India,French
Mark Spencer,060-85-5494,Administrative,38069,Female,India,
Jeremy Ray,426-73-1966,Product,116516,Male,India,
Ashley Owens,848-68-1562,IT,137693,Female,India,Chinese
Christopher Harris,334-04-1256,Legal,85267,Female,India,"Chinese, Arabic"
Patricia Doyle,385-11-2975,Legal,69783,Male,India,"French, German"
Brittany Ibarra,561-71-4748,Human Resource,57227,Male,India,
Peggy Cunningham,065-98-7672,Operations,89360,Male,India,German
Keith Mckenzie,323-76-2807,Product,90818,Female,India,Spanish
Amanda Davis,079-02-9272,Product,70184,Female,India,"German, French"
Sandra Jones,044-73-8188,Product,72818,Female,China,
Jason Wilson,535-18-7718,Product,110316,Female,China,
Candice Smith,070-50-6870,Marketing,96255,Male,India,Spanish
Mrs. Jennifer Acevedo,281-07-1202,IT,136465,Female,India,Arabic
Cindy Ortiz,539-10-9112,Marketing,51694,Female,India,"Spanish, Arabic"
Kyle Garcia,613-79-4121,Operations,84956,Female,India,Arabic
Emily Brown,224-30-5731,Operations,41183,Female,India,"German, Hindi"
Dr. Kimberly Wells,055-41-8512,Operations,59443,Male,India,
Frank Arellano,360-54-6206,Product,86122,Male,India,Hindi
Chelsea Tran,160-90-2447,Product,125447,Male,India,"Arabic, Spanish"
Brittany Franklin,631-08-7776,Operations,96855,Male,India,Hindi
Jill Kane,413-09-5341,Finance,120037,Female,India,"German, Hindi"
Christopher Norton,208-86-9527,Product,117254,Male,India,Spanish
Molly Rodriguez,457-26-8941,Human Resource,45785,Male,India,French
Andrea Brown,546-70-0530,Administrative,62444,Male,India,French
Alison Harris,366-82-8948,Product,92202,Male,India,
John Taylor,579-90-1036,Product,149801,Female,India,
Carlos Lopez,484-94-9427,Finance,64627,Male,India,"Arabic, French"
Kyle Peterson,621-19-0420,Operations,96410,Male,India,
Michelle Lee,609-94-6901,Marketing,77722,Female,India,"French, Hindi"
Krista Smith DDS,298-29-5251,Product,107776,Female,India,Hindi
Brandon Bridges,709-46-1231,Operations,42221,Female,China,Arabic
Timothy Garcia,206-48-0455,Sales,100916,Female,India,
Tanya Mathis,230-92-1978,Product,87269,Female,India,"Spanish, French"
John Schneider,188-32-7890,Human Resource,74674,Male,India,"French, Chinese"
Brandy Larson,147-24-5623,IT,130180,Male,China,"Chinese, Spanish"
Heather Brooks,238-11-1296,Marketing,66936,Female,India,Chinese
Christopher Gamble,737-55-1077,Human Resource,43914,Female,India,Arabic
Karen Williams,479-16-5942,Marketing,60575,Female,India,
Julia Gibson,367-78-1179,Human Resource,40021,Female,India,
Anthony Crawford,899-03-8064,Operations,68616,Male,India,"German, Arabic"
Linda Reyes,377-88-0385,Sales,46306,Female,China,"Chinese, Arabic"
Monique Ball,294-37-3715,Product,75842,Male,India,French
Jason Brown,002-13-4163,Sales,81828,Female,China,
Christopher Lane,688-77-9691,Operations,91180,Male,India,"Arabic, German"
Shannon Callahan,202-11-3314,Operations,91321,Female,India,
Frederick Barrett,258-12-4095,Operations,90940,Male,India,German
Barbara Walker,258-92-6726,Marketing,79460,Male,India,
Dr. Travis Harper,838-45-3267,Product,116972,Female,India,"Hindi, German"
Victoria Cohen,555-07-6664,Administrative,36328,Female,India,"Arabic, German"
Scott Francis,190-35-1082,IT,100474,Female,India,
Lisa Stout,891-15-7113,Sales,67737,Male,India,
Tracie Ross,641-06-2547,Administrative,34910,Female,China,
John Stephens,463-79-6760,Product,91669,Male,China,Hindi
Brenda Patrick,406-96-9796,Finance,84130,Female,India,"Chinese, French"
Amanda Melton,725-97-9707,Operations,98899,Male,India,Spanish
Kimberly White,425-93-9361,Human Resource,70284,Male,China,"Spanish, Arabic"
Alan Cruz,473-82-7352,Human Resource,87069,Female,China,French
David Jenkins MD,895-29-4091,Product,75795,Male,India,
Jennifer Thomas DVM,126-86-5711,Administrative,59955,Male,India,
Mallory Page,508-58-9700,Sales,118693,Female,India,"French, Hindi"
Matthew Bryant,885-71-0662,Legal,117245,Female,India,
Nicole Petersen,085-06-6522,IT,74620,Female,India,
John West,145-24-8525,Finance,72193,Male,India,Hindi
Jody Garcia,174-34-5646,IT,128621,Female,Phillipines,"Chinese, Spanish"
Jerry Wilson,232-43-6652,Product,131253,Male,India,Spanish
James Bartlett,038-29-3148,Human Resource,65115,Male,India,"Spanish, French"
Shelly Mills,476-66-7441,Operations,90340,Female,India,
Melissa Bruce,398-02-9668,Marketing,75912,Male,India,"Hindi, Spanish"
Kristopher Sloan,477-64-6939,Operations,40527,Male,India,German
Cody Bell,675-64-0287,Finance,116491,Male,India,French
Karen Sanchez,674-64-6253,Operations,81296,Male,India,"French, Arabic"
Mrs. Elizabeth Jones,497-40-9100,Sales,56521,Female,Canada,
Jessica Gardner,520-03-0981,Legal,116745,Female,India,"Chinese, German"
Kendra Ward,731-95-1264,Administrative,38468,Male,India,"German, Chinese"
Angela Wolf,080-86-8462,Finance,83565,Male,India,"Spanish, French"
James Norman,014-10-9563,Sales,79690,Male,India,
Mark Finley,429-88-5196,Human Resource,71332,Male,India,German
Devin Chapman,796-27-5298,IT,125694,Female,India,"German, French"
Mary King,298-67-6131,Legal,140244,Female,India,"Chinese, French"
Amy Lewis,697-02-9564,Operations,48297,Female,India,
Steven Martinez,515-49-5835,Human Resource,48783,Female,China,
Anthony Johnson,152-71-2299,Human Resource,85960,Female,India,
Timothy Anderson,880-78-7935,Sales,46665,Female,China,"Hindi, Chinese"
Joseph Lopez,597-47-9116,Product,143701,Female,India,"German, French"
Laura White,686-61-4972,Human Resource,43401,Female,India,
Bill Hunt,117-40-2402,Operations,56111,Male,India,"German, Chinese"
Melissa Walker,818-66-9586,IT,63785,Male,India,"Spanish, German"
Gabriel Evans,025-66-9827,Product,126533,Male,India,
Amanda Shepherd,454-06-1052,IT,74195,Male,USA,
Mr. Paul Lewis,138-19-3396,Administrative,44713,Male,India,
Daniel Wong,102-53-7301,Legal,122058,Male,India,"Hindi, Spanish"
Matthew Carrillo,447-81-9756,Administrative,54478,Male,India,French
Cassandra Martinez,204-93-7149,IT,61394,Female,India,Arabic
Jennifer Richards,101-59-2015,Human Resource,40453,Male,India,"French, German"
Kimberly Smith,362-03-7948,Legal,104578,Female,India,
Nancy Murray,857-13-6382,IT,123827,Male,India,"Chinese, Hindi"
Jonathan Hernandez,320-90-7406,Legal,65251,Female,India,"French, Hindi"
Kevin Wilson,002-92-9961,IT,117884,Male,India,
Ronald Sharp,508-17-6762,Legal,57160,Female,India,Hindi
Daniel Adams,794-64-2013,Sales,89646,Female,India,"Hindi, German"
Scott Peterson,603-02-0758,Product,102819,Male,China,
Shannon Montgomery,316-29-4191,Administrative,53933,Male,India,
Alison Anderson,832-46-9439,Marketing,52993,Female,India,"Arabic, French"
William Palmer,457-51-0077,Administrative,69614,Female,India,"Chinese, Arabic"
Casey Castro,833-79-1106,Marketing,71129,Female,India,Spanish
Brittany Sloan,361-40-5992,Product,112042,Female,India,French
Nathan Potts,175-95-6696,Marketing,62367,Male,India,Spanish
Paige Nelson MD,294-70-7118,Operations,98320,Male,India,
James Johnson,743-27-0413,Operations,51284,Female,India,Hindi
Joshua Evans,400-20-1868,Product,121454,Male,China,Chinese
Ronald Nelson,432-72-7389,IT,68440,Male,India,Spanish
Paul Moss,366-57-9525,IT,74647,Male,India,"Chinese, Spanish"
Harry Holmes,330-70-8704,Product,74212,Female,India,"Spanish, Chinese"
John Peterson,183-41-9541,Human Resource,48436,Female,China,
Matthew Fischer,382-51-6220,Operations,76237,Male,India,Arabic
David Bishop PhD,354-30-7439,Operations,90089,Female,India,"Spanish, Hindi"
Jennifer Ruiz,698-52-7368,Administrative,42456,Female,India,"French, Spanish"
Nicholas Johnson,729-85-1768,Product,113805,Female,India,
Heather Meyer,847-35-4298,Administrative,61940,Male,India,Hindi
Jacob Bender,027-02-4382,Administrative,62418,Female,India,"French, Chinese"
Jeffrey Fernandez,198-08-8328,Product,130584,Female,Canada,German
Sarah Berry,554-56-8947,Legal,126068,Female,China,"German, French"
James Lane,727-49-6326,Product,84118,Female,India,
Gregory Adkins,015-25-3872,Operations,40264,Female,India,"Chinese, German"
Brian Knox,159-32-2815,Human Resource,71442,Female,India,"Arabic, Spanish"
Jonathan Anderson,105-82-1400,Operations,68241,Female,India,
Jeffrey Shah,055-99-4415,IT,109197,Male,India,"French, Spanish"
Anthony Collins,295-52-1647,Operations,91283,Female,India,
Brett Palmer,160-73-7408,Operations,96489,Male,India,
Jessica Ford PhD,730-99-3942,Finance,86495,Male,India,
Adrian Proctor,736-61-1549,Operations,45789,Female,India,
Monique Smith,185-89-5223,Legal,63797,Female,India,"Arabic, French"
Anthony Walker,173-11-3198,Product,139543,Female,India,"French, Hindi"
Martha Higgins,711-13-3005,IT,70157,Male,India,
Thomas Ruiz,182-40-5984,IT,89856,Female,India,"German, Spanish"
Angela Stanley,763-68-8462,Product,104559,Male,India,German
Donald Miller,296-98-5523,IT,63435,Male,India,Hindi
Brandon Gross,426-46-2863,Administrative,34744,Male,India,
Jonathan Rosales,727-33-2598,Operations,96890,Male,India,
